priority	publisher_bucket	gap_score	pmid	pubmed_url	journal	doi	doi_url	pmc_id	pdf_ok	pdf_source	supp_ok	supp_source	reads_ok	reads_source	reads_accessions	n_runs	total_gb	verdict	action	user_notes
P0-pure-OA	asm	0	28951889	https://pubmed.ncbi.nlm.nih.gov/28951889/	mSystems	10.1128/mSystems.00065-17	https://doi.org/10.1128/mSystems.00065-17	PMC5613170	yes	pmc_oa,unpaywall	yes	html_mining	yes	europepmc	PRJNA379709	168	107.45			
P0-pure-OA	asm	0	29795787	https://pubmed.ncbi.nlm.nih.gov/29795787/	mSystems	10.1128/mSystems.00205-17	https://doi.org/10.1128/mSystems.00205-17	PMC5954203	yes	pmc_oa,unpaywall	yes	html_mining	yes	europepmc	PRJNA284355	176	36.02			
P0-pure-OA	asm	1	31098399	https://pubmed.ncbi.nlm.nih.gov/31098399/	mSystems	10.1128/mSystems.00332-18	https://doi.org/10.1128/mSystems.00332-18	PMC6517693	yes	pmc_oa,unpaywall	yes	html_mining	no	NONE	NONE	0	0.0			
P0-pure-OA	asm	0	33727392	https://pubmed.ncbi.nlm.nih.gov/33727392/	mSystems	10.1128/mSystems.00115-21	https://doi.org/10.1128/mSystems.00115-21	PMC8546969	yes	pmc_oa	yes	pmc_oa	yes	europepmc	PRJNA647720	193	11.97			
P0-pure-OA	asm	0	33947803	https://pubmed.ncbi.nlm.nih.gov/33947803/	mSystems	10.1128/mSystems.00112-21	https://doi.org/10.1128/mSystems.00112-21	PMC8269207	yes	pmc_oa	yes	pmc_oa	yes	europepmc	PRJEB6070,PRJNA447983,PRJEB1220,PRJDB4176,PRJEB7774,PRJEB10878,PRJEB27928,PRJNA389280,PRJEB12449,PRJNA400072,SRP057027	6553	9274.82			
P0-pure-OA	asm	0	37404032	https://pubmed.ncbi.nlm.nih.gov/37404032/	mSystems	10.1128/msystems.00531-23	https://doi.org/10.1128/msystems.00531-23	PMC10469787	yes	pmc_oa,unpaywall	yes	pmc_oa	yes	europepmc	PRJEB6070,PRJNA422434,PRJEB4336,PRJEB6337	2794	4055.91			
P0-pure-OA	asm	0	37458451	https://pubmed.ncbi.nlm.nih.gov/37458451/	mSystems	10.1128/msystems.00151-23	https://doi.org/10.1128/msystems.00151-23	PMC10469915	yes	pmc_oa,unpaywall	yes	pmc_oa	yes	europepmc	PRJNA495060	16	41.85			
P0-pure-OA	bmc	1	29297304	https://pubmed.ncbi.nlm.nih.gov/29297304/	BMC Bioinformatics	10.1186/s12859-017-1968-2	https://doi.org/10.1186/s12859-017-1968-2	PMC5751545	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	37003965	https://pubmed.ncbi.nlm.nih.gov/37003965/	BMC Bioinformatics	10.1186/s12859-023-05251-x	https://doi.org/10.1186/s12859-023-05251-x	PMC10067187	yes	pmc_oa,unpaywall	yes	html_mining+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	30832616	https://pubmed.ncbi.nlm.nih.gov/30832616/	BMC Cancer	10.1186/s12885-019-5409-7	https://doi.org/10.1186/s12885-019-5409-7	PMC6399854	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	31035942	https://pubmed.ncbi.nlm.nih.gov/31035942/	BMC Cancer	10.1186/s12885-019-5571-y	https://doi.org/10.1186/s12885-019-5571-y	PMC6489238	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	34407780	https://pubmed.ncbi.nlm.nih.gov/34407780/	BMC Cancer	10.1186/s12885-021-08640-8	https://doi.org/10.1186/s12885-021-08640-8	PMC8371800	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	37170273	https://pubmed.ncbi.nlm.nih.gov/37170273/	BMC Med	10.1186/s12916-023-02751-8	https://doi.org/10.1186/s12916-023-02751-8	PMC10173591	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	29458332	https://pubmed.ncbi.nlm.nih.gov/29458332/	BMC Med Genet	10.1186/s12881-018-0533-9	https://doi.org/10.1186/s12881-018-0533-9	PMC5819082	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	30157754	https://pubmed.ncbi.nlm.nih.gov/30157754/	BMC Microbiol	10.1186/s12866-018-1232-6	https://doi.org/10.1186/s12866-018-1232-6	PMC6114884	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	31096909	https://pubmed.ncbi.nlm.nih.gov/31096909/	BMC Microbiol	10.1186/s12866-019-1483-x	https://doi.org/10.1186/s12866-019-1483-x	PMC6524314	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	0	33789570	https://pubmed.ncbi.nlm.nih.gov/33789570/	BMC Microbiol	10.1186/s12866-021-02153-x	https://doi.org/10.1186/s12866-021-02153-x	PMC8011136	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	europepmc	PRJDB4176	645	2843.25			
P0-pure-OA	bmc	1	34044781	https://pubmed.ncbi.nlm.nih.gov/34044781/	BMC Microbiol	10.1186/s12866-021-02182-6	https://doi.org/10.1186/s12866-021-02182-6	PMC8157663	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	34182940	https://pubmed.ncbi.nlm.nih.gov/34182940/	BMC Microbiol	10.1186/s12866-021-02255-6	https://doi.org/10.1186/s12866-021-02255-6	PMC8240356	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	0	34544375	https://pubmed.ncbi.nlm.nih.gov/34544375/	BMC Microbiol	10.1186/s12866-021-02312-0	https://doi.org/10.1186/s12866-021-02312-0	PMC8454007	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	europepmc_section	ERP115622,PRJNA672867,PRJNA678737	382	425.4			
P0-pure-OA	bmc	0	34715774	https://pubmed.ncbi.nlm.nih.gov/34715774/	BMC Microbiol	10.1186/s12866-021-02359-z	https://doi.org/10.1186/s12866-021-02359-z	PMC8555202	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	html_text_mine	PRJNA741803,PRJNA742764	122	5.17			
P0-pure-OA	bmc	0	36864380	https://pubmed.ncbi.nlm.nih.gov/36864380/	BMC Microbiol	10.1186/s12866-023-02791-3	https://doi.org/10.1186/s12866-023-02791-3	PMC9979425	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	html_text_mine	PRJNA836383	15	0.24			
P0-pure-OA	bmc	0	37644393	https://pubmed.ncbi.nlm.nih.gov/37644393/	BMC Microbiol	10.1186/s12866-023-02991-x	https://doi.org/10.1186/s12866-023-02991-x	PMC10464353	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	html_text_mine	PRJNA888226	5	40.61			
P0-pure-OA	bmc	0	37644400	https://pubmed.ncbi.nlm.nih.gov/37644400/	BMC Microbiol	10.1186/s12866-023-02981-z	https://doi.org/10.1186/s12866-023-02981-z	PMC10464184	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	europepmc	PRJEB51954,ERP136620	4	0.36			
P0-pure-OA	bmc	1	30208917	https://pubmed.ncbi.nlm.nih.gov/30208917/	Breast Cancer Res	10.1186/s13058-018-1036-5	https://doi.org/10.1186/s13058-018-1036-5	PMC6134631	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	33731196	https://pubmed.ncbi.nlm.nih.gov/33731196/	Chin Med	10.1186/s13020-021-00436-z	https://doi.org/10.1186/s13020-021-00436-z	PMC7968294	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	0	29361968	https://pubmed.ncbi.nlm.nih.gov/29361968/	Genome Biol	10.1186/s13059-018-1389-1	https://doi.org/10.1186/s13059-018-1389-1	PMC5782396	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	elink	PRJNA389277	103	202.61			
P0-pure-OA	bmc	0	31387630	https://pubmed.ncbi.nlm.nih.gov/31387630/	Genome Biol	10.1186/s13059-019-1773-5	https://doi.org/10.1186/s13059-019-1773-5	PMC6683435	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	html_text_mine	ERP005534,ERP002469,ERP005860	1974	2297.93			
P0-pure-OA	bmc	0	30376889	https://pubmed.ncbi.nlm.nih.gov/30376889/	Genome Med	10.1186/s13073-018-0586-6	https://doi.org/10.1186/s13073-018-0586-6	PMC6208080	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	europepmc	PRJNA284355,PRJNA445346	1596	54.56			
P0-pure-OA	bmc	1	37131219	https://pubmed.ncbi.nlm.nih.gov/37131219/	Genome Med	10.1186/s13073-023-01180-9	https://doi.org/10.1186/s13073-023-01180-9	PMC10155404	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	30008808	https://pubmed.ncbi.nlm.nih.gov/30008808/	Gut Pathog	10.1186/s13099-018-0258-5	https://doi.org/10.1186/s13099-018-0258-5	PMC6040075	yes	pmc_oa,unpaywall	yes	html_mining+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	31168325	https://pubmed.ncbi.nlm.nih.gov/31168325/	Gut Pathog	10.1186/s13099-019-0299-4	https://doi.org/10.1186/s13099-019-0299-4	PMC6489188	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	0	34983654	https://pubmed.ncbi.nlm.nih.gov/34983654/	Gut Pathog	10.1186/s13099-021-00477-7	https://doi.org/10.1186/s13099-021-00477-7	PMC8729125	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	europepmc	PRJEB44214	88	3.73			
P0-pure-OA	bmc	0	37596621	https://pubmed.ncbi.nlm.nih.gov/37596621/	Gut Pathog	10.1186/s13099-023-00566-9	https://doi.org/10.1186/s13099-023-00566-9	PMC10439566	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	html_text_mine	PRJNA948146	40	0.15			
P0-pure-OA	bmc	1	33827643	https://pubmed.ncbi.nlm.nih.gov/33827643/	Hered Cancer Clin Pract	10.1186/s13053-021-00181-2	https://doi.org/10.1186/s13053-021-00181-2	PMC8028209	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	34711244	https://pubmed.ncbi.nlm.nih.gov/34711244/	Hered Cancer Clin Pract	10.1186/s13053-021-00203-z	https://doi.org/10.1186/s13053-021-00203-z	PMC8555269	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	0	35183223	https://pubmed.ncbi.nlm.nih.gov/35183223/	J Exp Clin Cancer Res	10.1186/s13046-021-02239-4	https://doi.org/10.1186/s13046-021-02239-4	PMC8857837	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	wave2_html_mine	PRJNA397219	88	1629.47			
P0-pure-OA	bmc	1	31036005	https://pubmed.ncbi.nlm.nih.gov/31036005/	J Transl Med	10.1186/s12967-019-1879-2	https://doi.org/10.1186/s12967-019-1879-2	PMC6489172	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	0	34844611	https://pubmed.ncbi.nlm.nih.gov/34844611/	J Transl Med	10.1186/s12967-021-03154-0	https://doi.org/10.1186/s12967-021-03154-0	PMC8628381	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	data_avail_section	PRJNA743150	202	465.66			
P0-pure-OA	bmc	1	36967379	https://pubmed.ncbi.nlm.nih.gov/36967379/	J Transl Med	10.1186/s12967-023-04054-1	https://doi.org/10.1186/s12967-023-04054-1	PMC10041716	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	37291572	https://pubmed.ncbi.nlm.nih.gov/37291572/	J Transl Med	10.1186/s12967-023-04119-1	https://doi.org/10.1186/s12967-023-04119-1	PMC10249256	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	0	37814323	https://pubmed.ncbi.nlm.nih.gov/37814323/	J Transl Med	10.1186/s12967-023-04527-3	https://doi.org/10.1186/s12967-023-04527-3	PMC10561506	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	wave2_html_mine	PRJNA726145,SRP316870	12	98.62			
P0-pure-OA	bmc	0	29041989	https://pubmed.ncbi.nlm.nih.gov/29041989/	Microbiome	10.1186/s40168-017-0359-2	https://doi.org/10.1186/s40168-017-0359-2	PMC5645934	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	europepmc	PRJEB18041	99	0.0			
P0-pure-OA	bmc	0	29145893	https://pubmed.ncbi.nlm.nih.gov/29145893/	Microbiome	10.1186/s40168-017-0366-3	https://doi.org/10.1186/s40168-017-0366-3	PMC5689185	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	europepmc	SRP062005,SRP096978	622	9.11			
P0-pure-OA	bmc	1	29642940	https://pubmed.ncbi.nlm.nih.gov/29642940/	Microbiome	10.1186/s40168-018-0451-2	https://doi.org/10.1186/s40168-018-0451-2	PMC5896039	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	31060614	https://pubmed.ncbi.nlm.nih.gov/31060614/	Microbiome	10.1186/s40168-019-0685-7	https://doi.org/10.1186/s40168-019-0685-7	PMC6503375	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	0	31370880	https://pubmed.ncbi.nlm.nih.gov/31370880/	Microbiome	10.1186/s40168-019-0722-6	https://doi.org/10.1186/s40168-019-0722-6	PMC6670193	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	yes	html_text_mine	PRJNA389280,SRP057027,PRJNA385949,PRJEB6070,PRJEB7774,PRJEB10878,PRJEB12449	3846	4481.53			
P0-pure-OA	bmc	1	35189961	https://pubmed.ncbi.nlm.nih.gov/35189961/	Microbiome	10.1186/s40168-021-01208-5	https://doi.org/10.1186/s40168-021-01208-5	PMC8862353	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	37507809	https://pubmed.ncbi.nlm.nih.gov/37507809/	Microbiome	10.1186/s40168-023-01610-1	https://doi.org/10.1186/s40168-023-01610-1	PMC10386251	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	37789383	https://pubmed.ncbi.nlm.nih.gov/37789383/	Mol Cancer	10.1186/s12943-023-01869-w	https://doi.org/10.1186/s12943-023-01869-w	PMC10546694	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	34256782	https://pubmed.ncbi.nlm.nih.gov/34256782/	Radiat Oncol	10.1186/s13014-021-01853-y	https://doi.org/10.1186/s13014-021-01853-y	PMC8278688	yes	pmc_oa,unpaywall	yes	pmc_oa+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	bmc	1	30115102	https://pubmed.ncbi.nlm.nih.gov/30115102/	Syst Rev	10.1186/s13643-018-0792-8	https://doi.org/10.1186/s13643-018-0792-8	PMC6097297	yes	pmc_oa,unpaywall	yes	html_mining+publisher:bmc	no	NONE	NONE	0	0.0			
P0-pure-OA	frontiers	0	34150751	https://pubmed.ncbi.nlm.nih.gov/34150751/	Front Cell Dev Biol	10.3389/fcell.2021.642948	https://doi.org/10.3389/fcell.2021.642948	PMC8212064	yes	pmc_oa	yes	pmc_oa	yes	europepmc	PRJNA700873,PRJNA700826	14	5.79			
P0-pure-OA	frontiers	0	34604238	https://pubmed.ncbi.nlm.nih.gov/34604238/	Front Cell Dev Biol	10.3389/fcell.2021.736994	https://doi.org/10.3389/fcell.2021.736994	PMC8484797	yes	pmc_oa,unpaywall	yes	html_mining+publisher:frontiers	yes	europepmc	PRJNA754518	40	90.19			
P0-pure-OA	frontiers	0	37325561	https://pubmed.ncbi.nlm.nih.gov/37325561/	Front Cell Dev Biol	10.3389/fcell.2023.1168693	https://doi.org/10.3389/fcell.2023.1168693	PMC10265687	yes	pmc_oa,unpaywall	yes	pmc_oa	yes	europepmc	PRJNA858820,PRJNA939158,PRJNA864661	26	47.36			
P0-pure-OA	frontiers	1	30245977	https://pubmed.ncbi.nlm.nih.gov/30245977/	Front Cell Infect Microbiol	10.3389/fcimb.2018.00281	https://doi.org/10.3389/fcimb.2018.00281	PMC6137959	yes	pmc_oa,unpaywall	yes	pmc_oa	no	NONE	NONE	0	0.0			
P0-pure-OA	frontiers	0	33996615	https://pubmed.ncbi.nlm.nih.gov/33996615/	Front Cell Infect Microbiol	10.3389/fcimb.2021.606490	https://doi.org/10.3389/fcimb.2021.606490	PMC8121496	yes	pmc_oa	yes	pmc_oa	yes	europepmc	SRP271491	86	1.11			
P0-pure-OA	frontiers	0	34307189	https://pubmed.ncbi.nlm.nih.gov/34307189/	Front Cell Infect Microbiol	10.3389/fcimb.2021.657867	https://doi.org/10.3389/fcimb.2021.657867	PMC8294192	yes	pmc_oa	yes	pmc_oa	yes	data_avail_section	PRJNA706060,PRJNA514108	1017	1110.08			
P0-pure-OA	frontiers	0	34604105	https://pubmed.ncbi.nlm.nih.gov/34604105/	Front Cell Infect Microbiol	10.3389/fcimb.2021.701109	https://doi.org/10.3389/fcimb.2021.701109	PMC8481893	yes	pmc_oa,unpaywall	yes	html_mining+publisher:frontiers	yes	europepmc	SRP316524	90	0.79			
P0-pure-OA	frontiers	2	34646786	https://pubmed.ncbi.nlm.nih.gov/34646786/	Front Cell Infect Microbiol	10.3389/fcimb.2021.765843	https://doi.org/10.3389/fcimb.2021.765843	PMC8504487	yes	pmc_oa,unpaywall	no	NONE	no	NONE	NONE	0	0.0			
P0-pure-OA	frontiers	1	34804993	https://pubmed.ncbi.nlm.nih.gov/34804993/	Front Cell Infect Microbiol	10.3389/fcimb.2021.749750	https://doi.org/10.3389/fcimb.2021.749750	PMC8600479	yes	pmc_oa	yes	pmc_oa	no	NONE	NONE	0	0.0			
P0-pure-OA	frontiers	0	35281451	https://pubmed.ncbi.nlm.nih.gov/35281451/	Front Cell Infect Microbiol	10.3389/fcimb.2022.839435	https://doi.org/10.3389/fcimb.2022.839435	PMC8908310	yes	pmc_oa,unpaywall	yes	html_mining+publisher:frontiers	yes	europepmc	PRJNA706060,PRJNA514108	1017	1110.08			
P0-pure-OA	frontiers	1	36960042	https://pubmed.ncbi.nlm.nih.gov/36960042/	Front Cell Infect Microbiol	10.3389/fcimb.2023.1101291	https://doi.org/10.3389/fcimb.2023.1101291	PMC10028079	yes	pmc_oa,unpaywall	yes	pmc_oa	no	NONE	NONE	0	0.0			
P0-pure-OA	frontiers	0	37051296	https://pubmed.ncbi.nlm.nih.gov/37051296/	Front Cell Infect Microbiol	10.3389/fcimb.2023.1099063	https://doi.org/10.3389/fcimb.2023.1099063	PMC10084768	yes	pmc_oa,unpaywall	yes	pmc_oa	yes	europepmc	PRJNA910239	95	428.11			
P0-pure-OA	frontiers	1	37249979	https://pubmed.ncbi.nlm.nih.gov/37249979/	Front Cell Infect Microbiol	10.3389/fcimb.2023.1098310	https://doi.org/10.3389/fcimb.2023.1098310	PMC10215531	yes	pmc_oa,unpaywall	yes	pmc_oa	no	NONE	NONE	0	0.0			
P0-pure-OA	frontiers	0	37577378	https://pubmed.ncbi.nlm.nih.gov/37577378/	Front Cell Infect Microbiol	10.3389/fcimb.2023.1190910	https://doi.org/10.3389/fcimb.2023.1190910	PMC10413277	yes	pmc_oa,unpaywall	yes	pmc_oa	yes	europepmc	PRJNA943135	244	379.76			
P0-pure-OA	frontiers	1	37593761	https://pubmed.ncbi.nlm.nih.gov/37593761/	Front Cell Infect Microbiol	10.3389/fcimb.2023.1216024	https://doi.org/10.3389/fcimb.2023.1216024	PMC10432157	yes	pmc_oa,unpaywall	yes	pmc_oa	no	NONE	NONE	0	0.0			
P0-pure-OA	frontiers	0	38179421	https://pubmed.ncbi.nlm.nih.gov/38179421/	Front Cell Infect Microbiol	10.3389/fcimb.2023.1330900	https://doi.org/10.3389/fcimb.2023.1330900	PMC10765587	yes	pmc_oa,unpaywall	yes	pmc_oa	yes	europepmc	PRJNA1034825	96	0.15			
P0-pure-OA	frontiers	1	38384432	https://pubmed.ncbi.nlm.nih.gov/38384432/	Front Cell Infect Microbiol	10.3389/fcimb.2023.1288666	https://doi.org/10.3389/fcimb.2023.1288666	PMC10879579	yes	pmc_oa,unpaywall	yes	html_mining+publisher:frontiers	no	NONE	NONE	0	0.0			
P0-pure-OA	frontiers	0	38027096	https://pubmed.ncbi.nlm.nih.gov/38027096/	Front Endocrinol (Lausanne)	10.3389/fendo.2023.1152514	https://doi.org/10.3389/fendo.2023.1152514	PMC10668118	yes	pmc_oa,unpaywall	yes	pmc_oa	yes	arrayexpress	ERP143399,ERP143361,ERP125057,ERP108145,ERP015832,ERP120056	171	573.82			
P0-pure-OA	frontiers	1	31191599	https://pubmed.ncbi.nlm.nih.gov/31191599/	Front Genet	10.3389/fgene.2019.00447	https://doi.org/10.3389/fgene.2019.00447	PMC6547015	yes	pmc_oa	yes	pmc_oa	no	NONE	NONE	0	0.0			
P0-pure-OA	frontiers	0	31354787	https://pubmed.ncbi.nlm.nih.gov/31354787/	Front Genet	10.3389/fgene.2019.00631	https://doi.org/10.3389/fgene.2019.00631	PMC6629961	yes	pmc_oa,unpaywall	yes	html_mining+publisher:frontiers	yes	europepmc	PRJNA551701,PRJEB12449	915	462.22			
P0-pure-OA	frontiers	0	35003221	https://pubmed.ncbi.nlm.nih.gov/35003221/	Front Genet	10.3389/fgene.2021.787176	https://doi.org/10.3389/fgene.2021.787176	PMC8729777	yes	pmc_oa,unpaywall	yes	pmc_oa	yes	europepmc	PRJEB6070,PRJNA383606,PRJNA284355,PRJNA404030,PRJNA445346,SRP000383	3501	961.01			
P0-pure-OA	frontiers	0	34539647	https://pubmed.ncbi.nlm.nih.gov/34539647/	Front Immunol	10.3389/fimmu.2021.715559	https://doi.org/10.3389/fimmu.2021.715559	PMC8442671	yes	pmc_oa	yes	pmc_oa	yes	europepmc_section	PRJNA669258	202	2.33			
P0-pure-OA	frontiers	0	37313408	https://pubmed.ncbi.nlm.nih.gov/37313408/	Front Immunol	10.3389/fimmu.2023.1126217	https://doi.org/10.3389/fimmu.2023.1126217	PMC10258350	yes	pmc_oa,unpaywall	yes	pmc_oa	yes	europepmc	PRJNA911939	36	0.14			
P0-pure-OA	frontiers	0	38022530	https://pubmed.ncbi.nlm.nih.gov/38022530/	Front Immunol	10.3389/fimmu.2023.1230306	https://doi.org/10.3389/fimmu.2023.1230306	PMC10667699	yes	pmc_oa,unpaywall	yes	pmc_oa	yes	europepmc	PRJNA996050	27	37.52			
P0-pure-OA	frontiers	0	35211486	https://pubmed.ncbi.nlm.nih.gov/35211486/	Front Med (Lausanne)	10.3389/fmed.2021.800566	https://doi.org/10.3389/fmed.2021.800566	PMC8861504	yes	pmc_oa,unpaywall	yes	pmc_oa	yes	html_text_mine	PRJEB15003,PRJEB22039	90	2.38			
P0-pure-OA	frontiers	0	29250055	https://pubmed.ncbi.nlm.nih.gov/29250055/	Front Microbiol	10.3389/fmicb.2017.02391	https://doi.org/10.3389/fmicb.2017.02391	PMC5717034	yes	pmc_oa,unpaywall	yes	pmc_oa	yes	europepmc	PRJNA394711	103	7.78			
P0-pure-OA	frontiers	0	29375539	https://pubmed.ncbi.nlm.nih.gov/29375539/	Front Microbiol	10.3389/fmicb.2017.02699	https://doi.org/10.3389/fmicb.2017.02699	PMC5770402	yes	pmc_oa	yes	pmc_oa	yes	europepmc	PRJNA356414	50	4.31			
P0-pure-OA	frontiers	0	29988362	https://pubmed.ncbi.nlm.nih.gov/29988362/	Front Microbiol	10.3389/fmicb.2018.01336	https://doi.org/10.3389/fmicb.2018.01336	PMC6023991	yes	pmc_oa,unpaywall	yes	html_mining+publisher:frontiers	yes	europepmc	SRP099828	6	0.66			
P0-pure-OA	frontiers	0	30065719	https://pubmed.ncbi.nlm.nih.gov/30065719/	Front Microbiol	10.3389/fmicb.2018.01607	https://doi.org/10.3389/fmicb.2018.01607	PMC6057110	yes	pmc_oa,unpaywall	yes	pmc_oa	yes	europepmc	PRJNA464414	69	0.78			
P0-pure-OA	frontiers	1	30072967	https://pubmed.ncbi.nlm.nih.gov/30072967/	Front Microbiol	10.3389/fmicb.2018.01587	https://doi.org/10.3389/fmicb.2018.01587	PMC6058180	yes	pmc_oa	yes	pmc_oa	no	NONE	NONE	0	0.0			
P0-pure-OA	frontiers	0	30233512	https://pubmed.ncbi.nlm.nih.gov/30233512/	Front Microbiol	10.3389/fmicb.2018.02004	https://doi.org/10.3389/fmicb.2018.02004	PMC6127505	yes	pmc_oa	yes	pmc_oa	yes	html_text_mine	SRP155959	19	0.47			
P0-pure-OA	frontiers	1	30972034	https://pubmed.ncbi.nlm.nih.gov/30972034/	Front Microbiol	10.3389/fmicb.2019.00474	https://doi.org/10.3389/fmicb.2019.00474	PMC6443721	yes	pmc_oa	yes	pmc_oa	no	NONE	NONE	0	0.0			
P0-pure-OA	frontiers	0	31068913	https://pubmed.ncbi.nlm.nih.gov/31068913/	Front Microbiol	10.3389/fmicb.2019.00826	https://doi.org/10.3389/fmicb.2019.00826	PMC6491826	yes	pmc_oa,unpaywall	yes	pmc_oa	yes	europepmc	ERP008729,ERP005534	1827	1523.65			
P0-pure-OA	frontiers	0	31214144	https://pubmed.ncbi.nlm.nih.gov/31214144/	Front Microbiol	10.3389/fmicb.2019.01205	https://doi.org/10.3389/fmicb.2019.01205	PMC6558107	yes	pmc_oa	yes	pmc_oa	yes	europepmc	ERP005534,SRP002423	1715	855.27			
P0-pure-OA	frontiers	1	31244818	https://pubmed.ncbi.nlm.nih.gov/31244818/	Front Microbiol	10.3389/fmicb.2019.01317	https://doi.org/10.3389/fmicb.2019.01317	PMC6581718	yes	pmc_oa,unpaywall	yes	pmc_oa	no	NONE	NONE	0	0.0			
P0-pure-OA	frontiers	0	31417532	https://pubmed.ncbi.nlm.nih.gov/31417532/	Front Microbiol	10.3389/fmicb.2019.01746	https://doi.org/10.3389/fmicb.2019.01746	PMC6682596	yes	pmc_oa	yes	pmc_oa	yes	europepmc	PRJNA532948	18	0.17			
P0-pure-OA	frontiers	0	31428073	https://pubmed.ncbi.nlm.nih.gov/31428073/	Front Microbiol	10.3389/fmicb.2019.01780	https://doi.org/10.3389/fmicb.2019.01780	PMC6688131	yes	pmc_oa,unpaywall	yes	pmc_oa	yes	data_avail_section	DRA008522	177	0.48			
